"gender","alwaysDepressed","alwaysAnxious","alwaysStressed","alwaysLoveAndCareForYourself","alwaysAccountableAndResponsibleForYourActions","alwaysCalm","extreAustraliayGoodAbilityToSense","alwaysHaveDigestiveProblems","myBodyIsHypermobileAndLovesToMove","alwaysHaveFun","alwaysSerious","extreAustraliayGoodCommunicator","iDontFeelParticularlyPleasedWithTheWayIAm","iAmIntenselyInterestedInOtherPeople","iFeelThatLifeIsVeryRewarding","iHaveVeryWarmFeelingsTowardsAlmostEveryone","iRarelyWakeUpFeelingRested","iAmNotParticularlyOptimisticAboutTheFuture","iFindMostThingsAmusing","iAmAlwaysCommittedAndInvolved","iDoNotThinkThatTheWorldIsAGoodPlace","iAmWellSatisfiedAboutEverythingInMyLife","iDontThinkILookAttractive","thereIsAGapBetweenWhatIWouldLikeToDoAndWhatIHaveDone","iAlwaysHaveACheerfulEffectOnOthers","iCanFitInFindTimeForEverythingIWantTo","iFeelThatIAmNotEspeciallyInControlOfMyLife","iFeelAbleToTakeAnythingOn","iFeelFullyMentallyAlert","iOftenExperienceJoyAndElation","iDontHaveAParticularSenseOfMeaningAndPurposeInMyLife","iFeelIHaveAGreatDealOfEnergy","iUsuallyHaveAGoodInfluenceOnEvents","iDontHaveFunWithOtherPeople","iDontHaveParticularlyHappyMemoriesOfThePast","onTheWholeIAmSatisfiedWithMyself","atTimesIThinkIAmNoGoodAtAll","iFeelThatIHaveANumberOfGoodQualities","iFeelIDoNotHaveMuchToBeProudOf","iCertainlyFeelUselessAtTimes","iFeelThatImAPersonOfWorth","iWishICouldHaveMoreRespectForMyself","allInAllIAmInclinedToThinkThatIAmAFailure","iTakeAPositiveAttitudeTowardMyself","leadersOughtToMakeUpTheirOwnMindsAndNotWasteTimeConsultingOther","betterDecisionsAreMadeWhenLeadersDiscussMattersWithOthersFirst","friendsUsuallyCantAgree","familyMembersUsuallyEnjoyDoingThingsTogether","iPreferNotToShareMyGoodIdeasWithOthers","iLikeToCooperateWithOthersOnProjects","itsFunToTakePartInRunningAClub","socialClubsHardlyEverWorkWell","itIsOftenDifficultWorkingWithOtherPeople","itIsMoreProductiveToWorkOnOnesOwn","teamWorkIsTheBestWayToGetResults","boysAndGirlsCanUsuallyWorkTogetherQuiteWell","involvementInJointProjectsIsVerySatisfying","itIsDifficultToArriveAtAnAgreedDecisionInGroups","committeesAreAWasteOfTime","iLikeToGetToKnowPeopleBetter","friendsOughtToBeConcernedAboutEachOthersWishes","peopleOfADifferentSexCanHardlyEverAgree","doYouFeelASenseOfPurposeAndMeaningInYourLife","doYouOftenFeelASenseOfGratitudeForTheGoodThingsHappenedInYourLi","doYouOftenExperienceASenseOfInnerPeaceAndCalmness","doYouBelieveInAHigherPowerOrDivineBeingThatInfluencesYourLife","howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki","howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends","doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded","howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV","doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer","iLikeMyCurrentLivingAccomodation","iPreferStayingInAQuietPlace","iLikeCookingFood","iAmOpenToEngagingInPracticesToExpandMyKnowledgeBase","iAmOpenToEngagingInPracticesWhichFocusOnMyInterestsAndBeliefs","iFeelLikeIRegularlyDedicateTimeToMaintainMyWellness","iWillinglySeekOpportunitiesWhichFeelMeaningfulAndRewardingToMe","alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai","alwaysMakingProgress","whenInAFriendshipIsYourRelationshipVeryIntimate","whenInASexualRelationshipIsYourRelationshipVeryIntimate","iFeelCapable","iAttemptToManageMyTimeToMaintainAHealthyWorkAndLifeBalance","happiness"
"Female",-2,-1,0,-2,2,-2,1,-1,0,0,2,-2,1,0,-2,0,-2,0,0,-1,0,-2,0,2,0,-2,2,0,0,1,2,-2,0,1,0,0,1,1,1,2,1,1,1,0,-2,1,-2,0,1,1,1,1,2,1,1,0,-2,2,0,1,1,0,0,1,0,"Yes","They conflict","Sometimes","Yes, I have both","At least once a month","Sometimes",2,1,0,1,2,1,1,-2,0,1,1,1,1,-11.5218
"Female",-1,-2,0,0,2,-2,1,1,0,1,-2,-2,-2,0,-2,0,0,1,1,-1,-1,-2,-2,0,2,-2,-2,-1,1,1,0,-2,1,-1,0,0,0,0,-2,1,0,0,-2,0,-2,0,-2,1,-1,-2,0,-2,-1,-2,0,1,0,1,-2,1,2,-2,0,0,-2,"No","They are separate","Rarely","Yes, I have both","At least once a week","Always",1,0,-2,2,1,0,1,1,1,-2,-2,0,0,5.66202
"Female",1,1,2,0,1,-2,-2,0,0,-2,-1,0,-2,-1,0,-1,0,0,-2,1,0,-1,-1,2,0,0,-1,0,0,0,-2,1,0,1,1,0,0,1,-1,-1,2,-2,-1,1,0,0,1,-1,-2,-2,-1,1,-2,-2,0,-2,-2,1,-1,0,0,0,1,1,-2,"Yes","They complement each other","Rarely","No","No","Sometimes",1,2,1,1,1,0,1,0,1,0,1,1,1,1.51667
"Female",0,-2,-2,1,1,-2,1,2,-2,-2,-2,1,-2,0,-2,0,1,0,1,0,-1,0,-1,-2,2,0,-2,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,2,0,1,0,1,1,0,0,0,-2,0,0,2,1,0,-2,0,0,0,2,-2,0,1,0,"Yes","They complement each other","Never","Yes, I have both","No","Sometimes",0,2,0,1,1,1,2,2,0,0,0,0,1,-6.53602
"Male",0,1,1,1,2,0,1,0,1,0,1,-2,1,2,0,0,2,-2,1,0,-2,-2,0,1,-2,-1,2,0,-2,1,1,-2,1,0,1,0,1,1,0,2,0,-2,1,1,-1,0,-2,1,0,1,1,0,-2,-2,0,0,0,0,-2,2,2,0,1,1,0,"Yes","They are separate","Rarely","Yes, I have both","More than three times a week","Never",1,1,0,1,1,-2,0,1,1,0,-1,1,0,10.4561
"Female",-1,-1,-1,0,0,0,1,1,0,0,-2,-2,0,-2,0,-1,0,-2,1,1,-2,1,-2,1,1,1,1,0,0,0,-2,0,0,1,-2,0,-1,1,-1,-1,1,-2,-1,1,-2,2,0,0,1,1,1,-2,1,1,2,1,1,1,-1,0,0,-2,1,1,0,"No","They complement each other","Rarely","Yes, I have family","At least once a month","Never",2,0,0,1,1,0,2,1,0,-2,0,1,1,4.88684
"Female",-2,-2,0,0,1,-1,2,0,-1,0,-1,-2,1,-1,0,-1,0,2,0,0,0,-2,-2,0,2,-1,0,0,0,1,0,-1,0,-2,0,0,0,0,0,1,2,2,1,-2,-1,0,-2,-1,0,-2,-2,-1,0,1,2,1,0,0,0,0,1,0,0,0,-1,"Yes","They are separate","Never","Yes, I have both","More than three times a week","Always",2,2,0,0,1,0,0,0,0,0,0,0,0,0.703437
"Female",-2,0,0,-2,1,1,0,-2,0,1,-2,-1,1,1,0,0,-2,-2,1,1,0,-1,1,0,0,1,2,1,-2,1,1,-2,2,-2,-2,0,1,0,1,1,-1,1,0,0,2,1,0,1,-1,2,0,0,-1,0,1,0,1,-1,-1,1,1,0,-2,0,-2,"No","They complement each other","Sometimes","Yes, I have both","At least once a month","Sometimes",1,1,1,1,1,0,0,0,0,1,0,-1,0,-24.1028
"Male",-1,-1,-2,2,2,1,2,-2,0,1,-2,-2,-1,2,2,2,-2,-1,0,1,-2,2,0,-2,2,1,-1,2,1,1,-1,1,0,-1,-2,1,-2,2,-2,-1,1,1,0,1,-1,0,-2,1,-1,-2,-1,0,1,2,0,2,0,1,0,1,1,-2,1,1,2,"Yes","They complement each other","Always","Yes, I have family","At least once a month","Never",1,1,0,1,1,0,1,2,2,2,2,2,1,-8.10595
"Female",1,2,2,-2,1,-2,0,1,0,-2,-2,-1,1,2,0,2,-2,-2,0,0,-2,0,0,-2,0,1,1,0,1,1,-2,1,0,-2,2,0,2,1,1,2,0,1,1,0,-1,1,0,0,0,-2,-1,1,0,-2,-1,1,-2,0,0,1,0,1,-2,-1,0,"No","They complement each other","Never","Yes, I have family","More than three times a week","Sometimes",1,1,-2,0,0,-2,0,0,1,1,0,1,0,-18.182
"Male",-2,-1,-1,1,1,-1,1,-1,0,-1,0,1,-2,-1,0,0,-2,1,-2,1,0,0,0,-2,1,2,0,-1,2,0,-2,0,0,-2,-1,1,-2,0,0,-1,1,1,-1,1,1,1,1,0,-2,0,2,0,1,-2,1,0,0,-1,0,-2,1,-1,1,1,1,"Yes","They complement each other","Rarely","Yes, I have both","More than three times a week","Rarely",-2,0,1,1,1,2,2,2,0,-1,0,0,1,-18.1586
"Male",-1,-2,-1,-2,0,0,0,-1,0,1,-2,0,0,-1,-2,-2,-2,-2,1,0,0,0,-2,0,0,1,0,1,-2,0,1,-2,1,-1,-1,1,0,0,1,2,0,-2,-2,0,0,2,0,1,0,2,0,-2,-2,0,2,0,0,-1,-1,0,1,-2,0,0,1,"No","They are separate","Rarely","Yes, I have both","No","Never",0,0,0,1,1,0,0,0,0,-2,0,0,0,0.766596
"Male",-1,-1,-1,0,2,0,2,-2,1,-2,1,2,1,0,0,0,0,0,1,0,0,0,-2,2,0,1,1,-1,0,1,0,-2,1,-1,-1,1,0,1,1,0,0,-2,1,0,0,2,0,1,-2,2,0,-1,-1,-2,0,1,2,-1,-1,2,0,-1,0,2,2,"No","They complement each other","Rarely","Yes, I have family","At least once a month","Never",1,0,0,2,2,1,2,0,0,0,2,1,2,13.5536
"Female",-1,-2,0,1,0,-2,2,0,0,-2,-2,0,0,-1,0,-2,-2,0,-2,1,-1,0,-2,1,1,-2,-2,0,-1,0,-1,2,0,-2,-2,1,-2,0,-2,0,0,-2,-1,1,1,1,-1,1,-2,0,0,-2,1,0,1,2,0,0,-2,1,2,-1,1,2,1,"Yes","They are separate","Sometimes","Yes, I have family","At least once a week","Always",1,-2,0,1,1,1,2,1,0,1,0,1,1,-19.749
"Male",0,0,2,-2,1,-1,0,1,0,0,0,1,1,0,0,1,0,-2,0,0,0,-1,0,1,-2,0,-1,0,0,0,-2,-1,1,-2,-2,1,1,2,-1,1,2,1,-2,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,1,1,1,1,"Yes","They complement each other","Always","Yes, I have both","At least once a month","Rarely",0,-2,0,1,1,0,1,0,1,2,2,1,1,13.042
"Female",-1,-1,-1,0,1,0,1,-2,1,0,0,1,-2,-2,0,1,0,-2,-2,1,-1,0,-2,1,0,1,-1,0,0,0,-2,0,0,-2,-2,0,-2,0,-1,0,2,0,-1,2,-1,2,-1,0,-1,2,1,-1,-1,-1,1,1,2,-1,0,-2,2,-1,1,1,0,"Yes","They are separate","Rarely","Yes, I have family","More than three times a week","Rarely",0,0,2,1,0,-2,0,1,-2,2,2,1,0,9.99639
"Male",1,1,2,0,0,-1,1,0,0,-1,1,1,0,0,0,-2,1,2,0,1,2,-1,-2,2,0,0,1,-1,0,-1,1,1,-1,1,1,0,1,1,0,-2,1,2,0,1,-2,-1,1,-1,0,-2,0,1,2,2,0,-2,-1,1,0,1,0,-1,0,0,-2,"Yes","They complement each other","Sometimes","Yes, I have family","More than three times a week","Rarely",-2,0,2,1,1,0,2,0,0,-2,-2,0,1,-21.6724
"Male",-1,0,0,0,2,1,1,0,1,1,1,-2,-2,-2,1,1,-2,0,1,0,0,1,1,1,0,-2,1,0,1,1,-2,1,0,-1,0,2,-2,1,-2,2,-1,-1,1,1,-1,0,-1,1,-1,0,-2,-2,0,-2,0,0,0,-2,-1,0,0,-1,1,2,-2,"No","They conflict","Rarely","Yes, I have both","Rarely","Never",1,2,2,2,2,1,1,1,1,0,0,1,1,13.3881
"Male",0,1,1,0,0,-2,0,0,0,1,0,1,1,0,0,2,0,1,0,1,-1,-2,0,1,0,1,-1,1,-2,0,-2,0,0,-1,-2,0,1,0,1,2,-1,0,0,0,-1,2,-1,0,-1,1,1,-2,-2,-2,1,1,0,-2,-2,0,1,-2,-1,-1,-2,"No","They are separate","Sometimes","Yes, I have both","No","Rarely",0,-2,0,1,0,-2,0,0,1,0,-2,0,0,-19.9121
"Male",-1,-1,-1,1,0,1,1,-2,0,2,-2,0,-2,1,0,0,1,-2,0,0,-2,0,0,-2,1,-2,-2,0,-2,0,0,0,0,0,-2,0,-2,0,-2,-1,1,-2,0,1,-2,1,0,0,-1,0,0,0,0,0,1,0,2,1,-1,2,1,0,1,1,0,"Yes","They complement each other","Rarely","Yes, I have family","At least once a month","Sometimes",0,1,1,1,1,0,1,1,1,1,1,1,0,-22.8414
"Male",2,2,2,1,1,2,2,2,-2,0,0,0,1,0,0,2,1,-2,0,1,0,-2,2,1,0,0,2,1,1,1,0,0,0,0,1,0,2,1,-2,1,0,1,0,1,0,0,0,0,-2,0,0,0,0,2,-2,1,-2,1,0,0,0,0,0,0,-2,"Yes","They are separate","Rarely","Yes, I have family","Rarely","Always",0,1,1,0,1,0,0,1,2,1,-2,0,1,4.40042
"Female",-1,0,-2,0,1,-2,0,0,-2,1,0,0,-2,-2,1,2,-2,0,1,0,-2,1,1,0,0,-2,-2,0,-2,1,-1,-2,0,-1,-1,0,0,1,-2,0,0,2,-1,0,-2,1,-2,0,-2,0,2,1,1,2,1,0,0,-2,-2,1,0,-1,0,1,0,"Yes","They complement each other","Rarely","No","At least once a month","Never",2,0,0,1,1,2,1,1,0,-2,1,1,1,-12.5277
"Female",-1,0,0,-2,0,-1,0,-2,-2,-2,0,1,2,2,0,-2,-1,2,1,0,1,-1,2,1,1,-2,2,0,0,0,-1,-2,0,0,0,0,1,0,-2,2,-1,1,0,-1,-2,2,-1,1,0,2,1,1,2,-2,2,1,2,-2,-2,2,2,-1,0,1,-1,"No","They complement each other","Always","Yes, I have both","More than three times a week","Rarely",2,1,2,2,1,1,2,1,0,0,0,1,1,-22.8385
"Male",-1,-2,-1,0,2,0,1,-2,-2,1,0,-1,1,-2,1,2,2,1,1,1,-1,0,1,1,0,-1,1,-1,0,0,1,-1,0,-2,0,0,1,1,1,2,1,2,-2,0,-2,2,0,0,-1,1,-2,-1,0,1,-2,2,1,0,1,1,0,0,0,0,0,"Yes","They complement each other","Rarely","Yes, I have both","At least once a week","Always",2,2,2,1,2,-2,1,1,2,-2,0,1,0,15.1547
"Female",1,0,2,-2,-2,-1,0,1,0,-2,0,-2,2,0,1,0,-2,1,-2,0,0,-1,1,1,-2,0,1,-1,0,0,1,-1,0,0,-2,0,2,0,2,2,0,1,1,0,-2,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,-2,1,0,0,0,0,"Yes","They complement each other","Never","Yes, I have family","Rarely","Rarely",1,-2,0,1,1,0,0,1,0,-2,1,0,0,-20.049
"Female",-2,-2,-2,1,1,0,1,-1,-1,0,0,0,-2,-2,0,-2,0,1,0,1,0,0,-2,2,1,-2,1,0,0,0,0,-1,1,0,-2,1,-2,2,-2,1,1,0,2,0,-2,2,0,0,-1,2,-2,1,1,1,0,2,2,0,0,1,2,-2,1,2,1,"Yes","They conflict","Always","No","More than three times a week","Rarely",1,1,0,2,2,2,2,-2,2,2,1,1,2,7.27191
"Male",0,0,0,2,2,1,1,-1,-2,1,1,1,1,1,0,0,2,0,0,0,0,-2,-2,0,1,0,2,0,0,-1,2,0,0,0,-2,0,1,1,1,-2,1,1,0,1,-2,1,0,1,-2,1,0,-2,1,1,0,0,0,2,1,2,1,-1,0,0,-2,"Yes","They are separate","Never","Yes, I have family","No","Rarely",-1,2,1,1,1,-2,1,2,1,1,-2,1,-1,-8.85892
"Female",-1,-2,-1,2,2,2,1,-2,-2,0,0,-2,-1,-2,2,0,-2,-1,0,0,-1,1,-1,-1,2,-2,-1,1,1,1,-1,0,1,-1,-2,2,-2,1,-1,-2,0,-2,-2,2,-1,0,-2,1,-2,-2,-2,0,-2,-2,0,1,-1,-1,-1,0,1,-2,0,1,2,"Yes","They complement each other","Rarely","No","More than three times a week","Never",1,1,-2,1,2,1,1,1,1,-2,0,1,1,22.7368
"Female",-1,0,-2,-2,2,0,0,1,0,1,0,1,-1,-2,1,1,-1,-1,-2,0,-1,0,0,1,2,0,1,0,0,1,0,-2,1,-1,-1,0,0,1,0,0,1,0,1,2,-1,2,0,1,-1,1,1,-1,-1,-1,2,1,1,-2,-1,1,1,-2,2,2,1,"Yes","They complement each other","Sometimes","Yes, I have family","At least once a month","Sometimes",2,1,1,1,1,-2,0,1,1,1,2,1,-1,5.21203
"Male",-2,-1,0,0,0,-2,0,0,-2,-2,-1,-2,0,0,1,1,1,1,-2,0,-1,1,0,0,0,1,0,0,1,1,-1,0,0,1,-2,0,0,1,0,-1,0,2,0,-2,-1,1,1,2,1,1,0,0,0,1,2,1,2,1,0,1,1,1,1,2,1,"Yes","They are separate","Rarely","Yes, I have family","At least once a week","Sometimes",2,1,-2,1,1,0,0,0,0,-2,-2,1,0,-4.79532
"Male",-2,-1,-1,0,1,-2,0,-1,1,-1,-1,0,1,0,1,1,-2,-1,-2,1,-2,-1,0,2,-2,-2,-2,1,-2,-1,0,-2,1,0,-1,0,0,0,-1,0,1,1,-2,0,-2,1,0,0,-2,2,1,-1,-2,-1,1,0,2,1,0,-2,0,-2,1,1,0,"Yes","They are separate","Sometimes","Yes, I have family","No","Always",0,-2,1,1,1,-2,0,1,1,2,1,1,0,20.5255
"Female",-2,0,1,1,0,-2,2,0,2,-2,0,2,0,1,2,1,0,-2,0,2,-2,1,0,1,0,0,-2,0,1,1,-1,-2,0,0,-1,1,2,1,0,0,1,0,0,1,0,0,-2,0,-1,0,0,0,1,0,0,1,0,0,0,0,1,-2,1,1,1,"Yes","They complement each other","Always","Yes, I have both","At least once a month","Never",1,-2,1,2,1,1,2,2,0,0,0,0,1,0.221958
"Male",-2,0,-2,1,1,1,1,1,0,1,1,1,1,-1,1,-2,0,0,0,1,0,0,-2,1,1,0,1,0,2,1,0,-2,1,-2,0,0,0,0,0,-1,2,-2,-1,2,-1,2,1,0,1,1,1,0,-1,1,1,2,1,0,-2,0,2,-2,2,1,0,"No","They complement each other","Sometimes","Yes, I have both","At least once a week","Never",2,2,0,1,1,1,2,2,2,0,0,1,0,-5.47646
"Male",-1,0,0,2,2,1,2,1,0,2,0,1,-2,0,0,2,2,0,2,1,-2,2,-2,0,1,1,0,1,1,1,-1,0,1,-1,0,1,-1,2,-2,-1,1,-2,-1,1,-1,2,-1,1,-2,2,0,-2,-1,0,1,2,2,-1,-1,2,1,-1,2,1,1,"No","They complement each other","Rarely","No","At least once a month","Sometimes",2,1,1,1,1,1,2,2,2,1,2,1,1,-8.922
"Male",-1,-1,-1,1,2,1,1,-2,-2,1,1,1,-1,0,2,2,1,-2,0,1,-1,2,-2,-2,2,-2,-1,2,1,1,-2,0,0,-1,-2,1,-2,1,-1,0,1,1,-1,1,-1,0,-2,1,-1,2,1,0,-1,2,1,2,1,0,0,0,2,-1,2,1,1,"Yes","They complement each other","Rarely","No","At least once a month","Never",1,0,2,0,0,2,1,2,0,0,1,2,1,-13.3743
"Female",1,1,1,2,-2,-1,0,0,2,0,-2,-2,1,0,1,2,1,-1,1,0,-1,0,-1,1,-2,-2,-1,0,1,0,-1,0,0,-1,-2,0,1,2,0,0,1,2,0,1,-2,1,-1,0,-2,-2,0,0,1,1,0,1,-2,0,0,1,0,-2,1,1,0,"Yes","They conflict","Never","No","No","Never",0,2,-1,2,2,-2,0,-2,2,0,-1,2,0,-5.80429
"Male",-2,1,0,0,1,2,1,1,1,1,-1,-2,2,-1,-2,-1,1,1,-2,-1,-2,0,-2,-2,0,-2,0,1,0,0,-2,1,1,0,0,0,-2,1,1,0,1,-2,-1,1,-2,1,-1,0,1,0,1,-2,0,2,-2,0,-2,0,0,0,0,-2,0,0,-2,"No","They complement each other","Sometimes","Yes, I have family","More than three times a week","Sometimes",2,1,0,1,1,0,1,2,1,-1,0,1,0,-10.1614
"Female",-2,-2,-2,0,0,0,1,-2,-2,1,-2,1,-1,-1,-2,-1,1,1,0,0,1,-2,-1,-2,2,1,0,0,-2,1,0,-1,2,-2,0,2,-1,2,-2,0,1,-1,-2,1,-2,1,1,0,-1,1,0,1,-1,-2,0,0,1,-2,-2,0,1,-2,1,1,1,"No","They complement each other","Never","Yes, I have both","No","Always",1,1,-2,1,1,2,1,-2,0,0,1,2,1,-3.48633
"Male",-2,-2,0,0,2,-2,0,0,1,-2,-1,1,1,1,2,1,-2,-1,0,2,0,-2,-1,2,-2,-2,1,-1,-2,0,-2,-2,0,-1,-2,1,0,1,1,0,0,0,0,0,1,0,-2,0,-1,1,1,-2,0,-2,1,1,1,1,-1,1,1,-1,1,0,-2,"Yes","They are separate","Sometimes","Yes, I have family","No","Always",1,0,2,1,1,-1,0,0,1,0,2,0,-1,-2.72863
"Female",-2,-2,-1,2,0,2,0,-1,-2,0,0,1,-1,0,0,0,-2,-1,1,2,-2,1,-2,-2,1,0,-2,1,0,1,0,1,0,-1,-1,1,-1,-1,-2,-1,-1,-2,-2,1,0,0,-1,1,-1,1,1,-1,-1,-2,1,1,0,-1,-1,0,1,-1,1,0,2,"Yes","They are separate","Sometimes","Yes, I have both","More than three times a week","Sometimes",1,1,2,1,1,2,1,1,0,0,0,-1,2,-0.758527
"Male",-1,-1,-2,1,0,2,0,0,0,0,-2,-2,0,0,2,0,-2,0,0,1,0,1,-2,1,-1,0,1,1,0,0,0,1,-1,-2,-1,1,-1,2,-1,-1,2,1,-1,1,1,0,0,1,-2,1,-2,1,1,1,1,0,0,0,1,1,0,-2,1,1,1,"Yes","They complement each other","Sometimes","No","No","Sometimes",1,1,1,1,1,0,2,0,0,-1,1,1,1,0.883012
"Female",-2,-2,-2,-2,1,-2,0,0,-2,-2,-2,-2,-2,-1,1,0,-1,-1,0,0,-1,-1,0,0,1,0,-1,1,-2,0,0,0,-1,-1,-1,-1,-1,0,-2,-1,1,2,-1,0,0,-1,-2,-1,-1,0,0,-1,-2,-2,2,0,0,0,-2,0,0,-2,1,1,-2,"Yes","They are separate","Sometimes","Yes, I have family","More than three times a week","Rarely",-2,1,0,0,0,-2,0,0,1,1,-2,0,0,-13.8245
"Male",0,0,1,0,2,1,0,1,-2,1,-2,-2,-2,0,0,1,0,0,1,1,0,0,1,1,0,1,2,0,0,0,0,-2,0,0,1,-1,0,0,0,1,1,0,0,0,-2,1,-2,0,0,1,1,2,0,-2,2,1,2,2,-2,1,1,0,1,1,-2,"No","They are separate","Never","Yes, I have both","No","Never",1,0,1,0,0,-2,0,2,2,0,0,0,0,5.93123
"Female",-2,0,1,2,2,-1,1,0,1,2,-2,1,1,0,1,1,1,-2,1,1,0,0,2,0,1,-1,2,0,1,2,0,-1,1,0,0,0,1,1,0,1,0,1,1,1,-2,1,1,1,2,2,2,0,-2,0,0,1,0,1,0,2,1,0,1,1,0,"Yes","They complement each other","Always","Yes, I have both","At least once a week","Always",1,1,0,1,1,2,1,0,1,2,1,1,1,18.4638
"Male",-1,0,-2,-1,-2,-2,0,0,-2,1,1,-1,1,1,0,-2,-2,0,1,0,-2,-1,0,2,0,-2,0,0,-2,1,0,-2,0,-1,1,0,1,1,1,1,0,0,0,-2,-2,2,0,0,-1,0,-2,-2,1,-2,1,1,0,0,0,0,1,0,0,1,1,"Yes","They are separate","Sometimes","Yes, I have both","At least once a week","Rarely",1,1,-2,1,1,1,0,-2,0,0,0,0,1,-1.98019
"Male",-1,-2,-1,1,1,1,1,-2,0,1,1,2,0,2,2,1,0,-1,1,2,-1,1,-2,0,1,-2,-1,1,1,1,-2,0,1,-1,-1,1,0,1,-2,0,1,1,0,2,1,1,-1,1,-1,2,1,-2,-2,-2,0,1,1,0,-2,1,-2,-1,2,1,0,"Yes","They complement each other","Always","Yes, I have friends","More than three times a week","Rarely",-2,-2,1,0,1,-1,0,-2,0,2,2,1,1,22.2769
"Male",1,1,0,1,1,-2,2,-2,0,1,0,0,0,-2,1,1,2,-2,1,2,-1,0,-2,1,1,1,-1,-1,-2,1,-2,0,-1,0,0,0,0,1,0,-1,1,2,-1,0,-2,1,1,2,-2,-2,1,-2,0,2,0,1,0,0,0,1,1,-2,1,1,1,"Yes","They complement each other","Always","Yes, I have both","No","Never",1,1,1,1,2,0,0,1,2,2,2,1,1,-12.8126
"Male",-1,-1,-1,0,1,0,2,1,0,1,-1,1,2,1,1,-2,0,1,2,0,-1,0,-2,0,0,-1,-2,1,0,2,-2,-1,2,-2,0,1,1,2,-2,1,1,0,0,0,0,2,-2,1,0,2,0,0,1,-2,1,2,1,0,-2,1,1,0,0,0,-2,"No","They complement each other","Sometimes","Yes, I have both","At least once a month","Rarely",2,-2,1,1,1,1,1,0,0,-2,0,0,2,15.1713
"Female",1,0,0,0,1,-2,0,0,-2,-2,0,1,0,0,1,0,2,2,-2,0,-2,1,-1,-2,1,0,1,0,0,0,0,1,0,0,-2,0,-2,0,-2,-2,1,1,-1,1,0,0,2,1,0,0,0,0,-2,2,-2,0,0,2,2,0,0,-2,1,1,0,"Yes","They are separate","Sometimes","Yes, I have family","No","Never",0,0,0,1,1,0,0,0,0,0,0,2,-1,-7.87896
"Female",0,1,0,-2,1,0,0,1,-1,-1,1,-2,0,0,0,-2,2,0,0,0,0,0,0,-1,0,-2,1,-1,-2,0,1,-2,1,-2,-2,1,0,0,-2,0,1,2,0,0,-1,1,-2,0,1,0,-2,2,-2,2,0,0,-1,-2,0,0,1,-2,-2,1,0,"No","They are separate","Always","No","At least once a week","Sometimes",0,2,1,0,1,1,0,0,0,0,-1,0,1,-1.41599
"Female",1,2,0,1,1,1,0,0,1,0,1,1,0,-2,1,1,1,0,0,2,2,0,-2,2,0,-2,-2,1,-1,-1,0,-2,1,1,-1,0,0,0,-2,-1,0,0,-2,2,-2,2,0,-1,0,1,0,0,0,0,1,2,1,0,-1,1,1,-2,1,0,-2,"No","They are separate","Rarely","Yes, I have both","At least once a month","Always",0,0,1,1,2,2,1,2,1,0,1,1,1,8.5298
"Male",-2,-1,-1,0,1,0,2,0,1,-2,0,-2,1,0,1,0,2,0,1,1,-1,-2,1,1,1,0,1,0,1,0,0,2,1,-2,-1,1,0,1,-2,-2,1,2,-1,0,-2,2,0,2,0,2,2,-1,-2,1,2,2,2,1,-2,1,1,-1,1,1,0,"Yes","They are separate","Rarely","Yes, I have both","More than three times a week","Always",0,0,2,1,1,0,1,2,2,0,0,2,2,-4.46373
"Female",0,2,2,-2,1,0,0,0,-2,0,1,-1,-2,-2,-2,-2,1,0,0,1,0,-2,0,0,-1,0,-1,0,0,-1,0,-1,-1,0,-2,0,1,0,-2,0,0,1,-2,0,0,2,0,0,-2,1,-2,1,0,0,0,-2,0,0,0,0,-2,0,1,0,-2,"No","They complement each other","Rarely","Yes, I have both","More than three times a week","Sometimes",1,1,0,0,0,-1,-1,0,0,1,0,1,-1,1.71461
"Male",-2,-1,-1,0,2,0,1,-1,0,-2,-1,1,-1,-2,1,2,-1,-1,1,2,-1,0,-1,0,2,1,-1,1,0,0,-2,1,0,-1,-1,1,0,0,-2,-1,1,1,-1,1,0,1,0,1,-1,2,2,-1,0,0,2,1,1,-2,-2,1,2,-1,1,1,0,"Yes","They are separate","Never","Yes, I have family","At least once a week","Always",-2,0,2,2,1,1,1,1,0,1,0,1,1,-3.21887
"Male",-2,-2,-2,0,1,2,2,-1,-2,1,0,0,-1,0,1,0,0,0,-1,1,0,2,-2,-2,1,0,-2,1,2,1,-2,1,1,-1,-1,2,-2,2,-2,-2,1,0,-1,2,-1,2,-2,2,-2,-2,-1,1,-2,2,1,2,0,-2,0,1,1,-1,2,1,2,"Yes","They complement each other","Never","Yes, I have family","At least once a week","Always",2,2,0,2,2,2,1,2,1,1,0,2,1,7.99688
